date,symbol,rank,buytext,buypoint
10/14/2013,CLR,30,Extendedafter earlyJulybreakout over 89.73.,89.73
10/21/2013,CLR,29,Quiteextended afterJuly cup w/handlebreakout over 89.73.,89.73
10/28/2013,CLR,26,Extended;showsnoquit after Julybreakout over 89.73.,89.73
11/4/2013,CLR,33,Extendedfrom 99.11entry but pulls 6%offrecent high.,99.11
3/15/2010,CLW,10,Thin stock builds double-bottom base; 56.03 buy point.,56.03
1/6/2014,CMG,37,Formingflatbase withpotentialbuy pointat 537.10.,537.1
1/9/2012,CMG,18,2%past341.38 buy pointfrom late-stagecup with handle.,341.38
1/13/2014,CMG,41,Breaksout pastflat-baseearlyentry at537.10.,537.1
1/17/2012,CMG,24,4%past341.38 entry from late-stagecup with handle.,341.38
1/23/2012,CMG,25,4%past341.38 trigger inlate-stagecup with handle.,341.38
1/30/2012,CMG,14,7%past341.38 trigger incup with handle.,341.38
2/3/2014,CMG,28,Blowspast550.38 buy pointof irregular flatbase.,550.38
2/6/2012,CMG,18,Extended9% past341.38 triggerin cup withhandle.,341.38
2/10/2014,CMG,35,Near550.38 buypoint butslightly underentry.,550.38
2/13/2012,CMG,18,10%past341.38 triggerin cupwith handle.,341.38
2/14/2011,CMG,9,2%past262.87 buy pointinthird-stagecup base.,262.87
2/16/2010,CMG,26,"Breaks out, pulls back, then skips 6% past 98.76 buy point.",98.76
2/21/2012,CMG,13,Extended13%past 341.38buy ptincup-with-handle base.,341.38
2/22/2010,CMG,48,"Breaks out, pulls back, then skips 6% past 98.76 buy point.",98.76
2/22/2011,CMG,10,Justbelow262.87 buypt; couldbe forminghigh handle.,262.87
2/27/2012,CMG,19,13%past341.38 buypoint after10-weekgain.,341.38
3/5/2012,CMG,16,16%past341.38 buypoint; notchesan 11-weekgain.,341.38
3/10/2014,CMG,30,Justbeyond buyrange; 5.7% past561.61 buypoint.,561.61
3/12/2012,CMG,25,Extended17%past 341.38buy point; notches12-weekgain.,341.38
3/15/2010,CMG,39,8% past 106.59 buy point in three-weeks-tight pattern.,106.59
3/17/2014,CMG,30,Backinbuy range; 3%past 561.61buy point.,561.61
3/19/2012,CMG,18,20%past341.38 buypoint; up 13straightweeks.,341.38
3/24/2014,CMG,26,Atnewhigh and 9%past 561.61buy point.,561.61
3/26/2012,CMG,26,22%past341.38 buypoint; up 14straightweeks.,341.38
3/31/2014,CMG,22,10-weeksupportbut gives back11% gainfrom 561.61buy pt.,561.61
4/2/2012,CMG,24,22%past341.38 buypoint; up 14straightweeks.,341.38
4/4/2011,CMG,9,Cleared275.10 buy pointFriday inweakvolume.,275.1
4/7/2014,CMG,35,Erasesall gains from 561.61entry; sellsignal.,561.61
4/9/2012,CMG,27,24%past341.38 buypoint; up 16straightweeks.,341.38
4/11/2011,CMG,8,"Gainsfading,now 2% below275.10 buypoint.",275.1
4/12/2010,CMG,40,5% past 117.21 buy point in three-weeks-tight pattern.,117.21
4/18/2011,CMG,8,Upslightly afterclearing282.10 high-handleentry insoft trade.,282.1
4/19/2010,CMG,50,6% past 117.21 buy point in three-weeks-tight pattern.,117.21
4/25/2011,CMG,16,Fell4% Fridaybut closed inmidrange; under 282.10buy point.,282.1
4/26/2010,CMG,16,Extended 22% past 117.21 buy point from three-weeks-tight.,117.21
5/2/2011,CMG,27,Almostfalls8% below282.10 entry. Supportat10-week line.,282.1
5/3/2010,CMG,28,Extended 15% past 117.21 buy pt from 3-weeks-tight.,117.21
6/8/2009,CMG,29,Week 6 of cup base; buy point 92.49 unless handle forms.,92.49
6/15/2009,CMG,31,Sketches handle in seven-week base; 89.65 buy point.,89.65
6/22/2009,CMG,36,Adding handle with 89.65 buy point: Base lacks accumulation.,89.65
6/27/2011,CMG,5,Backabove 289.45 base-on-basebuy pt;RS line atnew high.,289.45
7/5/2011,CMG,8,Backabove 289.45 base-on-basebuy pt;volume remains soft.,289.45
7/13/2009,CMG,31,Handle might turn into flat base; same 89.65 buy point.,89.65
7/20/2009,CMG,34,Long handle becomes flat base with 89.65 buy point.,89.65
7/27/2009,CMG,17,Clears 89.65 buy pt in 12-week cup with handle.,89.65
7/29/2013,CMG,45,Extended7% past379.25 buypoint inflatbase.,379.25
8/3/2009,CMG,20,5% extended from 89.65 buy point of cup with handle base.,89.65
8/10/2009,CMG,20,5% extended from 89.65 buy point of cup with handle base.,89.65
8/16/2010,CMG,22,Shapes handle in cup base; potential buy point at 154.53.,154.53
8/17/2009,CMG,35,Falls 2% under 89.65 buy pt from cup-with-handle base.,89.65
8/22/2011,CMG,18,Sinksfurther below10-wk line;nearformer 275.10 buypt.,275.1
8/23/2010,CMG,18,Shapes handle in cup base; buy point at 154.53.,154.53
8/24/2009,CMG,40,Falls 1% under 89.65 buy pt from cup-with-handle base.,89.65
9/3/2013,CMG,37,8%past379.25 buy pointof flatbase; 10-weeksupport.,379.25
9/7/2010,CMG,18,At new high and 6% past 154.53 cup-with-handle buy point.,154.53
9/13/2010,CMG,18,7% past 154.53 buy pt; breakout from cup-with-handle base.,154.53
9/20/2010,CMG,19,At record high and 9% past 154.53 cup-with-handle buy point.,154.53
9/27/2010,CMG,20,12% past 154.53 buy point in textbook cup w/ handle.,154.53
10/3/2011,CMG,17,Fallsbelow10-weekinmodest trade;5% below318.10entry.,318.1
10/4/2010,CMG,13,13% past 154.53 buy pt; breakout from cup-w/handle.,154.53
10/11/2010,CMG,10,14% past 154.53 trigger in cup-with-handle base.,154.53
10/18/2010,CMG,11,18% past 154.53 buy point in cup-with-handle base.,154.53
10/21/2013,CMG,36,Soarspast 418.33entry from flatbase-on-base.,418.33
10/25/2010,CMG,8,33% past 154.53 buy point in cup-with-handle base.,154.53
10/28/2013,CMG,29,Wellextended from418.33 entry afterearningssurge.,418.33
10/31/2011,CMG,20,Triggerssell rule thenretakes318.10 buy point.Near high.,318.1
11/1/2010,CMG,10,36% past 154.53 buy point in cup-with-handle base.,154.53
11/4/2013,CMG,24,Extendedfrom 418.33 buy pointfrom flatbase.,418.33
11/8/2010,CMG,9,At record high and 49% past 154.53 handle buy point.,154.53
11/11/2013,CMG,16,28%past418.33 buypoint fromflat-base.,418.33
11/15/2010,CMG,9,Near record high and 51% past 154.53 handle buy point.,154.53
11/18/2013,CMG,17,Tighttradebut extended44% past379.25 buypoint.,379.25
11/22/2010,CMG,8,Near record high and 50% past 154.53 handle buy point.,154.53
11/25/2013,CMG,26,"Holdstight,near highand 28%past418.33 buy point.",418.33
11/29/2010,CMG,8,New highs logged and 65% past 154.53 handle buy point.,154.53
12/2/2013,CMG,30,"Inprofit-takingzone, 25%past418.33 flatbase buypoint.",418.33
12/6/2010,CMG,10,"53% past 154.53 handle buy point, even after Friday's sell-off.",154.53
12/9/2013,CMG,25,Nearing10-weekline afterbig breakout over 418.33 entry.,418.33
12/13/2010,CMG,9,"Easing, but still well past 154.53 handle buy point.",154.53
12/16/2013,CMG,35,Firsttest of 10-weekline afterbreakout past 418.33entry.,418.33
2/13/2012,CMI,47,Nearing121.59buy pointinlongconsolidation.,121.59
2/21/2012,CMI,37,Within1% of 121.59buy pointinlongconsolidation.,121.59
2/27/2012,CMI,36,Within1% of 121.59buy pointinlongconsolidation.,121.59
3/5/2012,CMI,43,"Near121.59 buypoint, whichit clearedin lighttrade.",121.59
3/12/2012,CMI,48,Light-volumedip from newhigh after clearing121.59buy point.,121.59
1/12/2009,CMP,21,Soft vol. break above 60.63 buy pt. on seven-week base.,60.63
8/10/2009,CNQR,47,"Regains muster, now 8% past 34.47 buy point from cup base.",34.47
2/6/2012,COH,47,Extended9% from 66.64buy point.Broke outJan. 24.,66.64
2/13/2012,COH,41,12%past66.64buy pointafterbig gap up onJan. 24.,66.64
2/21/2012,COH,47,13%past66.64buy pt;breakout from cup w/handle base.,66.64
3/5/2012,COH,46,Brieflyclears76.803-weeks-tight buypoint; volume light.,76.803
4/25/2011,COH,48,Gets closertodouble-bottom potentialbuypoint of58.38.,58.38
5/31/2011,COH,45,4%past61.54buy pointinfour-weeks-tightpattern.,61.54
6/20/2011,COH,34,"Supportat10-wk, still above58.38dbl bottom buy pt.",58.38
7/5/2011,COH,41,Clears64.53buy ptfrom squarebox in30%faster dailytrade.,64.53
7/11/2011,COH,34,4%past64.53buy pointfrom square-box base.,64.53
7/18/2011,COH,32,Fadingfast.Nowjust1% past64.53base onbasebuy point.,64.53
7/25/2011,COH,34,Movesback to 4%above 64.53entry inlighttrading.,64.53
8/1/2011,COH,28,Bouncesoff 10-weekline and backabove 64.53buy point.,64.53
11/1/2010,COH,40,11% over 45.07 buy pt from three-weeks-tight pattern.,45.07
11/8/2010,COH,39,17% over 45.07 buy pt from 3-weeks-tight pattern.,45.07
11/15/2010,COH,37,14% over 45.07 buy pt from 3-weeks-tight pattern.,45.07
11/22/2010,COH,29,Extended 21% over 45.07 buy pt from 3-weeks-tight pattern.,45.07
11/29/2010,COH,25,"Breaks to new highs, 24% past 45.07 buy pt. from cup/handle.",45.07
12/6/2010,COH,30,Extended 26% past 45.07 buy pt. from cup with handle.,45.07
12/13/2010,COH,23,Extended 27% past 45.07 buy point from cup with handle.,45.07
12/20/2010,COH,21,31% past 44.47 buy point; breakout from 31/2-mos base .,44.47
12/27/2010,COH,23,Ends 5-wk streak; 24% past 45.07 cup w/ handle buy pt.,45.07
5/14/2012,COO,47,5%over 83.95buy pt;breakout from cup w/handle.,83.95
10/15/2012,COO,48,Holdingabove 96.02ideal buy pointfrom three-weeks-tight.,96.02
10/22/2012,COO,36,Fallsbelow96.02buy ptinthree-weeks-tightpattern.,96.02
10/29/2012,COO,43,Below96.023-weeks-tightentry butsupport at 10-weekline.,96.023
11/5/2012,COO,34,Barelyabove 96.02buy pointfrom 3-weeks-tightpattern.,96.02
11/12/2012,COO,44,Below96.02buypoint; and breaks below10-weeksupport.,96.02
4/27/2009,CPA,45,"Clears, then reverses below 33.20 buy point in cup w/handle.",33.2
5/11/2009,CPA,34,"Clears 33.20 buy point, but faces resistance near 42.",33.2
7/13/2009,CPA,17,Forms imperfect three-weeks-tight with 42.27 buy pt.,42.27
7/20/2009,CPA,31,4th week of three-weeks-tight pattern with 42.27 buy pt.,42.27
7/27/2009,CPA,29,Just above 42.27 buy pt from three-weeks-tight pattern.,42.27
8/3/2009,CPA,48,"Slips below 42.27 buy point, but volume is low.",42.27
1/5/2009,CPLA,17,Trading tight after pullback above 54.78 buy point.,54.78
1/12/2009,CPLA,26,Bounces off 10-week support; under 61.27 buy point.,61.27
1/20/2009,CPLA,19,"A cup with handle has formed, buy point stands at 61.27.",61.27
1/26/2009,CPLA,19,Forming cup w/handle or flat base. Buy point for both 61.27.,61.27
2/2/2009,CPLA,27,"Trading sideways, meeting resistance at 61.27 buy point.",61.27
2/9/2009,CPLA,44,Forming cup w/handle or flat base. Buy pt for both 61.27.,61.27
3/22/2010,CPLA,41,16% past 77.88 buy pt; breakout from base in big cup w/hndl.,77.88
5/24/2010,CPLA,21,Forming base w/support at 10-wk; 98.11 possible buy pt.,98.11
8/2/2010,CPLA,46,May be forming handle with 96.61 buy pt in cup with handle.,96.61
12/8/2008,CPLA,19,"Clears handle, then pulls back to 3% above 54.78 buy pt.",54.78
12/15/2008,CPLA,23,"Clears handle, then pulls back near 54.78 buy point.",54.78
12/22/2008,CPLA,30,Trading tight after pullback above 54.78 buy point.,54.78
12/29/2008,CPLA,16,Eases after breakout; forms new handle with 61.27 buy point.,61.27
1/28/2013,CPRT,49,"Newhigh, 7% pastflatbase's 30.84buy point.",30.84
2/4/2013,CPRT,31,Stronggains send it16% past30.84flat-baseentry.,30.84
2/11/2013,CPRT,29,Stronggains send it17% above30.84flat-base entry.,30.84
2/19/2013,CPRT,40,Stronggains send it18% above30.84flat-base entry.,30.84
5/29/2012,CPRT,41,Edgesabove 26.93buy pointfrom flatbaseatop longbase.,26.93
6/4/2012,CPRT,48,Fallsbelow26.94buy ptinflatbaseafter breakout fails.,26.94
11/12/2012,CPRT,40,Extended5% past27.98cup entry;goodsupport at10-week.,27.98
11/19/2012,CPRT,39,Extended5% past27.98cup entry;goodsupport at10-week.,27.98
11/26/2012,CPRT,40,Extended9% past27.98cup entry;goodsupport at10-week.,27.98
12/17/2012,CPRT,48,4%over 29.08buy pt;breakout from square-box base.,29.08
3/16/2009,CPSI,30,Could be forming handle w/28.53 buy pt in 4-mos base.,28.53
3/23/2009,CPSI,27,"5% past 29.03 buy point from sloppy, choppy base.",29.03
3/30/2009,CPSI,36,Extended 11% past 29.03 buy pt in choppy base.,29.03
4/6/2009,CPSI,40,"Extended 21% from 28.53 buy point in deep handle, odd base.",28.53
4/13/2009,CPSI,44,"Extended 21% from 28.53 buy point on deep handle, odd base.",28.53
4/20/2009,CPSI,36,22% past 28.53 buy point from 5-month cup-w-handle base.,28.53
4/27/2009,CPSI,49,"Nice volume rebound from 10-week, 35.40 buy point.",35.4
5/26/2009,CPSI,42,In buy range between 10-wk avg and new 37.82 buy pt.,37.82
6/15/2009,CPSI,43,"Clears consolidation w/37.82 buy pt, but on weak volume.",37.82
6/22/2009,CPSI,41,2% past 37.82 buy point after bounce off 10-wk avg.,37.82
6/29/2009,CPSI,46,Rebounding after falling under 37.82 buy point.,37.82
5/11/2009,CRI,48,"Fell 8% below 22.45 buy point, but now rebounding.",22.45
6/1/2009,CRI,40,Near potential 23.97 buy point from rebound off 10-week avg.,23.97
8/3/2009,CRI,30,11% past 25.46 buy point; volume kicked in late.,25.46
8/24/2009,CRI,41,Bounces back above 25.46 buy point from cup base.,25.46
3/15/2010,CRM,31,Cleared 75.63 buy pt in 9-wk V-shaped base but vol. low,75.63
3/22/2010,CRM,34,"A shade past 75.63 buy point, but distribution-heavy base.",75.63
3/29/2010,CRM,36,Just below 75.63 buy pt in distribution-heavy 10-week base.,75.63
4/5/2010,CRM,37,A shade below 75.63 buy point in a distribution-heavy base.,75.63
4/12/2010,CRM,32,Clears 78.08 buy point in cup with high handle.,78.08
4/19/2010,CRM,19,7% extended past 78.08 buy point in cup with high handle.,78.08
4/26/2010,CRM,24,13% extended past 78.08 buy point in cup with high handle.,78.08
5/3/2010,CRM,20,Trades tightly; 10% past 78.08 high handle buy point.,78.08
5/10/2010,CRM,21,Tumbles below 78.08 buy pt & undercuts 10-week support.,78.08
7/19/2010,CRM,38,Shapes flat base with 98.04 buy point.,98.04
8/2/2010,CRM,45,Clears 96.53 buy pt in 5-week flat base but in average vol.,96.53
8/9/2010,CRM,50,6% past 96.53 buy point in flat base. Lacking volume lately.,96.53
8/16/2010,CRM,48,"Retreats to 10-week line, but still above 96.53 buy point.",96.53
12/8/2008,CRN,43,Thin stock forms double bottom base with 24.91 buy point.,24.91
7/5/2011,CRR,19,"Formed3rd-stagecup base,169.44 buy pt.RS lineat new high.",169.44
7/11/2011,CRR,15,"Breaksout, thenslipsbelow169.44 buy ptin9-week cup base.",169.44
7/18/2011,CRR,9,"Rallies2%above 169.44 buypoint incup,but volumeslows.",169.44
8/1/2011,CRR,11,Gainsgone. Now8% below169.44 cup buypoint.,169.44
9/19/2011,CRR,18,Formingfirst-stagecup with handlewith 163.37 entry.,163.37
11/14/2011,CRR,15,Formingwarped double-bottomw/possible 163.37 buy point.,163.37
4/30/2012,CRUS,17,12%over 24.95buypt in14-monthcup w/handlebase.,24.95
5/29/2012,CRUS,12,Formingpotentialsquare-box basewith 28.35buy point.,28.35
6/4/2012,CRUS,11,Fallsmore than8% below28.35square-box base buypoint.,28.35
6/11/2012,CRUS,11,Retakes28.35buy pointaftertest of 10-weekline.,28.35
6/18/2012,CRUS,12,Rises2% above28.35buy pointinweak trade.,28.35
6/25/2012,CRUS,12,4%over 28.35buy ptafterbreakout from square-box base.,28.35
7/9/2012,CRUS,8,Justabovea prior26.35 square-boxentry point.,26.35
8/2/2010,CRUS,36,3% over 18.95 buy pt after 4th pullback to 10-week.,18.95
8/9/2010,CRUS,43,5% over 18.95 buy pt after rebound from pullback to 10-wk.,18.95
9/4/2012,CRUS,17,33%over 31.33buypt afterbreakout from flatbase.,31.33
9/17/2012,CRUS,16,41%past31.33buy afterbreakout from square-box base.,31.33
9/24/2012,CRUS,16,Extended34%past 31.33buyafter breakout from square-box.,31.33
7/26/2010,CRVL,27,Volume rises as it clears sloppy consolidation; 38.10 BP.,38.1
8/2/2010,CRVL,26,"Trades tight, 4% past 38.10 buy point in nondescript base.",38.1
11/11/2013,CRZO,44,Extendedpast37.49 handleinbasethatbegan in July2011.,37.49
1/4/2010,CSKI,41,Thin stock 35% past 16.90 buy point in double btm base.,16.9
1/12/2009,CSKI,13,"Thin stock retreats, now 3% past 15.09 buy point from base.",15.09
6/15/2009,CSKI,27,Just above 17.09 buy pt; breakout from 5-mos cup w/handle.,17.09
3/19/2012,CSTR,22,8%past57.17buy pointfrom cup within deeperbase.,57.17
3/26/2012,CSTR,23,Formedthree-weeks-tightwith buypoint at63.89.,63.89
4/2/2012,CSTR,15,Below63.89buypoint in3-weeks-tight; RSline nearnew high.,63.89
4/9/2012,CSTR,19,Slipsbelow63.89 triggerin3-weeks-tight pattern.,63.89
4/16/2012,CSTR,20,3%above 63.89trigger in3-weeks-tightpattern.,63.89
4/23/2012,CSTR,29,Lessthan 1%past63.89 buypointfrom a three-weeks-tight.,63.89
4/30/2012,CSTR,22,Below63.89buypt inthree-weeks-tightpattern.,63.89
5/21/2012,CSTR,23,Below63.89buypt. Couldnot hold 10-weekline.,63.89
5/29/2012,CSTR,23,"Triggered8% sell rulefrom 63.89 entry,now bouncingback.",63.89
6/25/2012,CSTR,8,Shapescup with 69.84entry;daily chartshowsaccumulation.,69.84
7/2/2012,CSTR,9,"Clears67.10buy pointinso-sovolume, trading near it.",67.1
7/9/2012,CSTR,6,6%above 67.10buy pointafterbreakout intepid trade.,67.1
7/16/2012,CSTR,41,Falls5%under 67.10entry;gets supportat 10-weekline.,67.1
7/13/2009,CTRN,37,"Forming new base w/possible 27.74 buy pt, 10-wk support.",27.74
8/3/2009,CTRN,25,5% above 27.74 buy point on long term cup-with-handle base.,27.74
8/10/2009,CTRN,26,11% above 27.74 buy point from long cup-with-handle base.,27.74
8/17/2009,CTRN,24,7% above 27.74 buy point from long cup-with-handle base.,27.74
3/29/2010,CTRP,19,"Clears 40.59 buy point in nice volume, then pulls back.",40.59
4/5/2010,CTRP,12,"Clears 40.59 buy point in nice volume, then stutters.",40.59
5/2/2011,CTRP,50,Up6% afterclearing46.18 buypointfrom cup with handle.,46.18
6/21/2010,CTRP,17,"Breaks out of sloppy base, 4% past 40.64 buy point.",40.64
6/28/2010,CTRP,19,"Breaks out of sloppy base, now 8% past 40.64 buy point.",40.64
7/27/2009,CTRP,19,3% past 47.74 buy pt after 10-week rebound to new high.,47.74
8/10/2009,CTRP,14,"Cleared 47.74 buy point from deep base, but in light vol.",47.74
8/16/2010,CTRP,30,May be forming handle w/ 43.48 buy pt in cup base.,43.48
8/17/2009,CTRP,19,Up 6% from 47.74 buy pt from pullback to 10-week line.,47.74
8/23/2010,CTRP,22,34% deep cup-with-handle base has 43.48 buy point.,43.48
9/7/2010,CTRP,44,Easing after passing 43.48 trigger in choppy pattern.,43.48
9/12/2009,CTRP,21,Just below 55.98 buy point from square box base.,55.98
9/14/2009,CTRP,21,Just below 55.98 buy point from square box base.,55.98
9/21/2009,CTRP,26,Meeting resistance after it clears a 55.98 buy point.,55.98
9/27/2010,CTRP,47,8% past 43.48 buy point in choppy pattern.,43.48
10/4/2010,CTRP,21,Extended 9% past 43.48 buy point in choppy pattern.,43.48
10/5/2009,CTRP,19,"Reverses on soft trade, but falls below 55.98 buy point.",55.98
10/12/2009,CTRP,13,Extended 11% past 55.98 buy pt from 10-week pullback.,55.98
10/18/2010,CTRP,14,14% past 43.60 buy point in cup with handle base.,43.6
10/19/2009,CTRP,15,8% past 55.98 buy point from rebound off 10-week line.,55.98
10/25/2010,CTRP,10,17% past 43.60 buy point from cup-with-handle base.,43.6
10/26/2009,CTRP,19,Near 52-week high and 9% past 55.98 buy pt from pullback.,55.98
11/1/2010,CTRP,11,Extended 19% past 43.60 buy pt from cup with handle.,43.6
11/2/2009,CTRP,18,4% below 55.98 buy pt from pullback; closes below 10-week.,55.98
1/7/2013,CTRX,41,Formingflatbase w/possible 53.23buy ptasit regains10-wk.,53.23
1/14/2013,CTRX,49,3%below53.23entry from flatbase; bouncesoff40-week.,53.23
1/22/2013,CTRX,46,2%below53.23entry from flatbase; bouncesoff40-week.,53.23
1/28/2013,CTRX,30,Rightat 53.23entry from flatbase; bouncesoff40-week.,53.23
2/4/2013,CTRX,40,Bouncesback slightly above53.23entry from flatbase.,53.23
2/19/2013,CTRX,37,"Bouncesback, just above53.23entry from flatbase.",53.23
2/25/2013,CTRX,46,Bouncesback to just3%past 53.23entryfrom flatbase.,53.23
3/4/2013,CTRX,38,3%past53.23buy pointintwo-month longflatbase.,53.23
3/11/2013,CTRX,48,4%past53.23buy pointintwo-month longflatbase.,53.23
7/16/2012,CTRX,1,Backnear 10-weekline afterstubborn resistancenear 100.60.,100.6
9/24/2012,CTRX,8,Formscup with narrow handleand 97.48buy point.,97.48
10/1/2012,CTRX,6,Near97.48buy pointof cup withhandle. Broke outTuesday.,97.48
10/8/2012,CTRX,4,5%above split-adjusted48.74buy point;RS line recovering.,48.74
10/15/2012,CTRX,7,3%above split-adjusted48.74buy pointafter9/25 breakout,48.74
10/22/2012,CTRX,3,Falls1%below48.79 buypointbut inlightvolume.,48.79
10/29/2012,CTRX,3,2%below48.79entry inSeptember breakout;was up 7%.,48.79
11/5/2012,CTRX,5,Regainsand climbs2% past48.79entry aftertripto 10-week.,48.79
11/12/2012,CTRX,8,2%below48.79handle entry. Alsounder 10-weekline.,48.79
11/19/2012,CTRX,17,"Stillbelow48.79buy point,support at 10-weekline.",48.79
12/31/2012,CTRX,47,Flatbasewith 53.23buy pointasstock fallsto 40-weekline.,53.23
1/3/2011,CTSH,22,Near record high and 3% past 71.39 high handle trigger.,71.39
1/4/2010,CTSH,22,Just below 45.93 buy pt in 5-week flat base.,45.93
1/10/2011,CTSH,27,At record high and just past 74.89 3-wks-tight trigger.,74.89
1/14/2013,CTSH,48,8%past72.83entry inshallowcup.Soft volumeon breakout.,72.83
1/18/2011,CTSH,30,Trades just above 74.89 trigger from three-weeks-tight.,74.89
1/22/2013,CTSH,40,Extended9% past72.83entry inshallowcup-typebase.,72.83
1/24/2011,CTSH,25,Sinks below its 74.89 trigger from three-weeks-tight.,74.89
1/31/2011,CTSH,26,Falls 4% below 74.89 buy point after low-volume breakout.,74.89
2/4/2013,CTSH,42,8%past72.83entry inshallowcup-typebase.,72.83
2/11/2013,CTSH,48,8%past72.83entry inshallowcup-typebase.,72.83
3/8/2010,CTSH,33,Cleared six-week cup base. 3% past 49.05 buy point.,49.05
3/15/2010,CTSH,33,5% past 48.44 buy point from short (6-week) cup with handle.,48.44
3/22/2010,CTSH,27,6% above 48.44 buy point in cup-with-handle base.,48.44
3/29/2010,CTSH,31,Just below 52.32 buy pt in four-weeks-tight pattern.,52.32
4/5/2010,CTSH,38,Below 52.78 buy pt in five-weeks-tight pattern.,52.78
4/12/2010,CTSH,36,Building 4-weeks-tight pattern with 52.78 buy pt.,52.78
4/19/2010,CTSH,36,Just above 52.32 buy pt from three-weeks-tight pattern.,52.32
4/26/2010,CTSH,38,1% above 52.78 buy pt in a five-weeks-tight pattern.,52.78
5/10/2010,CTSH,48,Slumped 10% from 52.78 three-weeks-tight trigger.,52.78
6/28/2010,CTSH,34,Just below 54.91 buy point in base with high handle.,54.91
7/19/2010,CTSH,35,Building base-on-base; possible 54.91 buy point.,54.91
8/2/2010,CTSH,30,Just below 54.91 buy pt after light-volume dip to 10-wk.,54.91
8/9/2010,CTSH,42,11% past 54.91 buy pt after gap up from cup w/high handle.,54.91
8/16/2010,CTSH,40,Pulls back after big week; still 6% above 54.91 buy pt.,54.91
8/23/2010,CTSH,42,"Off highs, but still 9% above 54.91 high handle buy point.",54.91
9/7/2010,CTSH,41,Possible base-on-base forms with 64.04 buy point.,64.04
9/12/2009,CTSH,24,6% past 35.10 buy point in three-weeks-tight pattern.,35.1
9/13/2010,CTSH,40,Shapes base-on-base with potential buy point at 64.04.,64.04
9/14/2009,CTSH,24,6% past 35.10 buy point in three-weeks-tight pattern.,35.1
9/20/2010,CTSH,44,Trying to clear 64.04 buy point; lacks strong volume.,64.04
9/21/2009,CTSH,27,10% past 35.10 buy point in three-weeks-tight pattern.,35.1
9/28/2009,CTSH,22,"Clears 22-mo. high, 8% past 35.10 3-wks-tight buy point.",35.1
10/4/2010,CTSH,26,Near highs and 3% above 64.04 buy point from flat base.,64.04
10/11/2010,CTSH,38,Eases in soft trade to retest its 64.04 base-on-base buy point.,64.04
10/19/2009,CTSH,31,Breaks to 23-mo. high; 12% past 35.10 August buy point.,35.1
11/1/2010,CTSH,44,"Second trip to 10-week, just above 64.04 buy point.",64.04
11/9/2009,CTSH,21,3% over 41.76 buy pt after high-volume bounce off 10-wk line.,41.76
12/13/2010,CTSH,35,2% past 68.97 buy point after soft volume breakout.,68.97
12/20/2010,CTSH,27,Near 71.39 buy point in cup with high handle.,71.39
12/23/2013,CTSH,45,Extended29%past 76.18buypoint; inprofit-taking zone.,76.18
12/27/2010,CTSH,30,2% past 71.39 buy point in cup with high handle.,71.39
12/13/2010,CTXS,46,Easing after clearing 67.60 trigger in soft volume.,67.6
6/1/2009,CUB,47,24% over 30.79 buy point from cup-with-handle base.,30.79
6/8/2009,CVGW,47,Thin stock 12% past 15.05 buy point in cup with handle.,15.05
9/8/2009,CVGW,41,Forming potential double-bottom with 21.25 buy point.,21.25
2/19/2013,CVI,31,52%over 36.94buypt; breakout from flatbase.,36.94
3/11/2013,CVI,32,5%over 56.73buy ptinthree-weeks-tightpattern.,56.73
3/18/2013,CVI,38,Slipsbelow56.73 three-weeks-tightentry;10-weektest.,56.73
3/25/2013,CVI,37,"Pierces10-weekline, well below56.73three-weeks-tight entry.",56.73
4/1/2013,CVI,45,Trading9% under 56.73buy pointfrom 3-weeks-tight.,56.73
4/22/2013,CVI,43,"Sharplybelow56.733-weeks-tight entry, cuts10-weekline.",56.733
5/28/2013,CVI,42,Rushes8% past62.60cup-without-handleentry.,62.6
6/10/2013,CVI,47,"Stillextended,5% past56.77cup-without-handle entry.",56.77
1/3/2012,CVLT,34,"10%below47.66buy point,also under 10-weekline.",47.66
1/7/2013,CVLT,3,Inbuy rangefrom 70.02buy pointinascending base.,70.02
1/14/2013,CVLT,3,Waveringnear70.02buy pointinrareascending base.,70.02
1/28/2013,CVLT,3,Extended6% from 70.02ascending baseentry.,70.02
2/4/2013,CVLT,6,Extended13%from 70.02 buypointof ascending base.,70.02
2/6/2012,CVLT,29,4%over 50.04buy ptincup w/handlebase.,50.04
2/11/2013,CVLT,6,10%past70.02buy pointfrom rareascending base.,70.02
2/14/2011,CVLT,39,"20%gainabove31.97 buypoint, tripseight-weekhold rule.",31.97
2/19/2013,CVLT,15,Extended9% past70.02buy pointfrom rareascending base.,70.02
2/25/2013,CVLT,6,Risesoff10-weekin weaktrade; 8%past70.02buy point.,70.02
3/11/2013,CVLT,8,"Supportat10-week line;forms flatbase,79.63 entry.",79.63
3/12/2012,CVLT,41,Retracesadvance backto 50.08buy pointonlightvolume.,50.08
3/18/2013,CVLT,9,Breaksout offlat base.Up 5% from 79.63buypoint.,79.63
3/25/2013,CVLT,17,3%past79.63buy pointafter trimminggains.,79.63
4/1/2013,CVLT,17,3%past79.63buy pointafter trimminggains.,79.63
4/8/2013,CVLT,35,Sellrule triggersafter sliding 7%below79.63 buypoint.,79.63
6/6/2011,CVLT,44,Breakoutpast 41.09earlybuy pointinflatbasestumbles.,41.09
6/13/2011,CVLT,36,Now6% below41.09buy pointfrom flatbase.,41.09
