"OpenDate","Symbol","BuyPrice","AdjPrice","OrigValue","OrigOutlook","Shares","CurrentDate","CurrentPrice","CurrentValue","Buytext","BuyPoint","Open","GainLoss","TrailStop","TrailMax","Outlook","ExitReason"
"1/24/2013 12:00:00 AM","TTM","27.5","27.31","264907.00","uptrend","9700","3/22/2013 12:00:00 AM","24.85","241045.00","Extended13%past 27.10buypoint from deepcup with handle.","27.1","closed","-23862.00","off","0","uptrend","loss"
"1/31/2013 12:00:00 AM","SHW","162.43","159.44","255104.00","uptrend","1600","5/30/2014 12:00:00 AM","204.61","327376.00","Nearly4% past159.90 buypoint inbase-on-basepattern.","159.9","open","72272.00","on","208.05","uptrend",""
"2/5/2013 12:00:00 AM","TRMB","63.5","31.75","263525.00","uptrend","8300","2/25/2013 12:00:00 AM","28.89","239787.00","Struggles,dips after tryingtoclear 63.423-weeks-tightentry.","63.423","closed","-23738.00","off","0","pressure","loss"
"3/11/2013 12:00:00 AM","JAZZ","59.25","59.25","266625.00","uptrend","4500","4/3/2013 12:00:00 AM","53.92","242640.00","Wobbleswildlysince clearing58.09cup-handle entry.","58.09","closed","-23985.00","off","0","uptrend","loss"
"3/25/2013 12:00:00 AM","LL","68.96","68.97","262086.00","uptrend","3800","6/24/2013 12:00:00 AM","72.74","276412.00","Sketchesthree-weeks-tight patternwith 68.38buy point.","68.38","closed","14326.00","on","90.92","correction","trailstop"
"5/9/2013 12:00:00 AM","MDCO","35.77","35.76","264624.00","uptrend","7400","5/21/2013 12:00:00 AM","32.54","240796.00","Formingflatbase withpotentialbuy pointat 35.05.","35.05","closed","-23828.00","off","0","uptrend","loss"
"5/13/2013 12:00:00 AM","OCN","42.49","42.49","263438.00","uptrend","6200","1/23/2014 12:00:00 AM","48.14","298468.00","Clears42.17buy pointbut mostof baseunder 10-weekline.","42.17","closed","35030.00","on","60.18","uptrend","trailstop"
"5/21/2013 12:00:00 AM","OPEN","69.79","69.79","265202.00","uptrend","3800","6/20/2013 12:00:00 AM","63.51","241338.00","Shapescup-typebase with possible65.10buy point.","65.1","closed","-23864.00","off","0","uptrend","loss"
"5/30/2013 12:00:00 AM","GNRC","39.79","34.93","265468.00","uptrend","7600","1/24/2014 12:00:00 AM","45.83","348308.00","Inthird-stagecup with handlewith 39.48buy point.","39.48","closed","82840.00","on","57.29","uptrend","trailstop"
"6/3/2013 12:00:00 AM","SMTC","36.84","36.84","265248.00","pressure","7200","6/25/2013 12:00:00 AM","33.52","241344.00","Somewild trading,but holds3% above 35.60cup buypoint.","35.6","closed","-23904.00","off","0","correction","loss"
"6/20/2013 12:00:00 AM","WWWW","22.95","22.94","266104.00","uptrend","11600","10/30/2013 12:00:00 AM","26.96","312736.00","Shapesthree-weeks-tight patternwith 22.94buy point.","22.94","closed","46632.00","on","33.7","uptrend","trailstop"
"7/17/2013 12:00:00 AM","PKG","51.68","50.43","262236.00","uptrend","5200","5/30/2014 12:00:00 AM","68.77","357604.00","3%above 50.88buy point,hitsnew highin healthytrade.","50.88","open","95368.00","on","74.27","uptrend",""
"7/23/2013 12:00:00 AM","LOPE","35.76","35.76","264624.00","uptrend","7400","8/20/2013 12:00:00 AM","32.54","240796.00","Easingfrom new high. Still2% past34.17flat-base entry.","34.17","closed","-23828.00","off","0","correction","loss"
"7/29/2013 12:00:00 AM","ACT","134.52","134.48","255512.00","uptrend","1900","5/30/2014 12:00:00 AM","211.54","401926.00","Slightlybelow flatbasebuy pointof 133.10.","133.1","open","146414.00","on","230.77","uptrend",""
"9/12/2013 12:00:00 AM","SSYS","97.92","97.79","264033.00","uptrend","2700","2/5/2014 12:00:00 AM","110.48","298296.00","Three-weeks-tightinplacewith 113.59 buypoint.","113.59","closed","34263.00","on","138.1","correction","trailstop"
"9/20/2013 12:00:00 AM","ADVS","32.06","31.95","265185.00","uptrend","8300","2/4/2014 12:00:00 AM","29.07","241281.00","Formingflatbase with31.32buy point.","31.32","closed","-23904.00","off","0","correction","loss"
"9/25/2013 12:00:00 AM","AMBA","19.07","19.11","265629.00","uptrend","13900","1/10/2014 12:00:00 AM","29.19","405741.00","ShapesV-shapedcup with handlewith 18.45buypoint.","18.45","closed","140112.00","on","36.49","uptrend","trailstop"
"10/23/2013 12:00:00 AM","ORLY","134.43","134.43","255417.00","uptrend","1900","12/4/2013 12:00:00 AM","122.33","232427.00","4%above late-stageflat-base buypointof 128.55.","128.55","closed","-22990.00","off","0","uptrend","loss"
"11/4/2013 12:00:00 AM","SSNC","41.67","41.64","266496.00","uptrend","6400","1/30/2014 12:00:00 AM","37.89","242496.00","Formingnew basewith potential40.04entry.","40.04","closed","-24000.00","off","0","correction","loss"
"12/4/2013 12:00:00 AM","LVS","74.5706","73.23","263628.00","uptrend","3600","5/30/2014 12:00:00 AM","76","273600","Formingflatbase with73.59buy point.","73.59","open","9972.00","off","0","uptrend",""
"1/22/2014 12:00:00 AM","URI","81.59","81.34","260288.00","uptrend","3200","5/30/2014 12:00:00 AM","101.05","323360.00","3%past78.47entry from 3-weeks-tightpattern.","78.47","open","63072.00","off","0","uptrend",""
"2/18/2014 12:00:00 AM","SLXP","103.14","103.14","257850.00","uptrend","2500","4/15/2014 12:00:00 AM","93.86","234650.00","Justbelow101.92 3-weeks-tight,follow-on buy point.","101.92","closed","-23200.00","off","0","correction","loss"
"2/24/2014 12:00:00 AM","WX","39.85","39.86","263076.00","uptrend","6600","3/3/2014 12:00:00 AM","36.27","239382.00","Paresgainsafter clearingcup basewith 38.79buy point.","38.79","closed","-23694.00","off","0","uptrend","loss"
"3/11/2014 12:00:00 AM","UBNT","49.18","49.18","265572.00","uptrend","5400","3/26/2014 12:00:00 AM","44.75","241650.00","1%above 48.10entryafter support at10-weekline.","48.1","closed","-23922.00","off","0","pressure","loss"
"4/7/2014 12:00:00 AM","FB","56.96","56.95","261970.00","correction","4600","5/30/2014 12:00:00 AM","63.3","291180.0","Only3%above 54.93buy point,was up 32%inMarch.","54.93","open","29210.00","off","0","correction",""
